Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,ai factory security,computer vision manufacturing,,,,,,,,,,,,,,,
us,ai industrial security,computer vision manufacturing,,,,,,,,,,,,,,,
us,ai manufacturing security,computer vision manufacturing,,,,,,,,,,,,,,,
us,ai mechanical failures,computer vision manufacturing,,,,,,,,,,,,,,,
us,ai robots maintenance,computer vision manufacturing,,,,,,,,,,,,,,,
us,common failure modes and causes,computer vision manufacturing,,,,,,,,,,,,,,,
us,electrical failures maintenance,computer vision manufacturing,,,,,,,,,,,,,,,
us,electrical failures manufacturing,computer vision manufacturing,,,,,,,,,,,,,,,
us,electrical failures predictive maintenance,computer vision manufacturing,,,,,,,,,,,,,,,
us,failure modes and causes,computer vision manufacturing,,,,,,,,,,,,,,,
us,industrial robotics maintenance,computer vision manufacturing,,,,,,,,,,,,,,,
us,mechanical failures maintenance,computer vision manufacturing,,,,,,,,,,,,,,,
us,mechanical failures manufacturing,computer vision manufacturing,,,,,,,,,,,,,,,
us,mechanical failures predictive maintenance,computer vision manufacturing,,,,,,,,,,,,,,,
us,robotics predictive maintenance,computer vision manufacturing,,,,,,,,,,,,,,,
us,robots maintenance,computer vision manufacturing,,,,,,,,,,,,,,,
us,robots predictive maintenance,computer vision manufacturing,,,,,,,,,,,,,,,
us,maintenance,,,,,,246000,76,4.57,0.01,1590000000,Informational,"Things To Know, AI Overview, Instant Answer, Knowledge Panel, Video, People Also Ask, Related Searches","0.66,0.81,0.81,0.81,0.66,0.66,0.66,0.81,0.54,0.66,0.81,0.54",20,,
us,sop,,,,,,60500,64,6.83,0.06,287000000,Informational,"Instant Answer, Knowledge Panel, Site Links, Video, People Also Ask, Related Searches, Things To Know","0.54,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81",20,,
us,asset,,,,,,49500,73,4.04,0.01,3120000000,Informational,"Instant Answer, Site Links, Video, People Also Ask, Related Searches, AI Overview","0.30,0.45,0.30,0.67,0.36,0.45,0.24,0.45,0.36,0.67,0.36,0.30",20,,
us,contingency,,,,,,49500,60,1.98,0.00,33900000,Informational,"Related Searches, Instant Answer, Knowledge Panel, Video, People Also Ask","0.44,0.66,0.54,0.44,0.81,0.54,0.44,0.54,0.66,0.81,0.66,0.54",20,,
us,quality assurance,,,,,,40500,62,2.94,0.06,322000000,Informational,"Knowledge Panel, Site Links, Video, Related Searches, AI Overview","0.81,0.54,1.00,0.66,0.66,0.66,0.54,0.66,0.54,0.44,0.81,0.24",20,,
us,assets,,,,,,33100,64,4.04,0.01,3120000000,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Video, People Also Ask","0.54,0.54,0.44,0.54,0.54,0.66,0.44,0.54,0.44,0.44,0.36,0.36",20,,
us,qc,,,,,,27100,61,0.91,0.40,664000000,Informational,"Video, People Also Ask, Site Links","0.54,0.54,0.44,0.66,0.66,0.54,0.66,0.66,0.66,0.54,0.54,0.66",20,,
us,sop meaning,,,,,,27100,42,6.14,0.00,250000000,Informational,"Short Videos, Knowledge Panel, Image Pack, Video, People Also Ask, Related Searches","0.54,0.67,0.67,1.00,1.00,0.81,1.00,1.00,1.00,1.00,1.00,0.81",70,,
us,bom,,,,,,22200,89,8.48,0.00,586000000,"Informational, Navigational","Related Searches, See Results About, AI Overview, Site Links, Video, Image, People Also Ask","0.67,0.81,0.54,0.67,0.81,0.81,0.67,0.81,0.54,0.67,0.81,0.81",20,,
us,capex,,,,,,22200,63,2.10,0.01,18900000,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Knowledge Panel, Top Stories","0.54,0.67,1.00,0.54,0.67,0.67,0.54,0.67,0.54,0.67,0.67,0.67",20,,
us,depreciation,,,,,,22200,51,0.79,0.00,32200000,Informational,"People Also Ask, Related Searches, AI Overview, Knowledge Panel, Video","0.44,0.36,0.81,0.54,0.54,0.36,0.24,0.24,0.29,0.44,0.44,0.29",70,,
us,lca,,,,,,22200,47,1.21,0.03,30800000,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.67,0.81,0.81,0.67,0.67,0.67,0.54,0.44,0.81,0.67,0.81,0.81",60,,
us,quality assurance quality,,,,,,22200,55,2.94,0.06,483000000,Informational,"Video, People Also Ask, Related Searches, See Results About, AI Overview, Image Pack, Site Links","0.00,0.00,0.66,1.00,0.66,0.24,0.24,0.00,0.00,0.00,0.00,0.00",20,,
us,assets definition,,,,,,18100,62,1.42,0.00,734000000,Informational,"Related Searches, Short Videos, AI Overview, Instant Answer, Site Links, Video, People Also Ask","0.54,0.66,0.54,0.66,0.54,0.44,0.36,0.24,0.36,0.44,0.29,0.24",20,,
us,capital definition,,,,,,18100,60,1.21,0.00,847000000,Informational,"People Also Ask, Related Searches, Short Videos, Knowledge Panel, Site Links, Video","0.24,0.44,0.24,0.30,0.20,0.13,0.07,0.08,0.44,0.20,0.24,0.13",20,,
us,compliance definition,,,,,,18100,56,0.00,0.00,824000000,Informational,"Short Videos, Knowledge Panel, Video, People Also Ask, Related Searches","0.54,0.54,0.67,0.54,0.44,0.44,0.36,0.44,0.44,0.54,0.67,0.44",70,,
us,ffi,,,,,,18100,75,0.03,0.01,10800000,Informational,"Related Searches, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask","0.44,0.81,0.66,0.36,0.24,0.36,0.24,0.24,0.29,0.44,0.44,0.29",60,,
us,meaning for compliance,,,,,,18100,52,0.00,0.00,716000000,Informational,"People Also Ask, Related Searches, Short Videos, Knowledge Panel, Video","0.67,1.00,1.00,0.81,0.67,0.67,0.36,0.00,0.03,0.00,0.02,0.81",70,,
us,root cause analysis,,,,,,18100,57,1.30,0.10,347000000,Informational,"Image Pack, Site Links, Video, People Also Ask, Related Searches, Things To Know, AI Overview","0.54,0.67,0.67,0.67,0.67,0.54,0.54,0.67,0.54,0.54,0.54,0.54",20,,
us,calibrate,,,,,,14800,86,7.20,0.03,23000000,"Informational, Navigational","Instant Answer, Image Pack, See Results About, Things To Know, AI Overview, Site Links, Video, Video Carousel, Related Searches","0.29,0.36,0.36,0.29,0.29,0.29,0.24,0.29,0.36,0.29,0.54,0.24",20,,
us,compliance meaning,,,,,,14800,51,0.00,0.00,825000000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches, Short Videos","0.54,0.66,0.54,0.54,0.44,0.44,0.36,0.29,0.44,0.66,0.81,0.66",70,,
us,configuration,,,,,,14800,64,3.37,0.00,740000000,Informational,"Video, People Also Ask, Related Searches, See Results About, Things To Know, Instant Answer, Image Pack","0.66,0.81,0.54,0.66,0.66,1.00,0.66,0.66,0.54,0.81,0.66,0.81",20,,
us,contingency definition,,,,,,14800,56,0.02,0.00,33700000,Informational,"Short Videos, Knowledge Panel, Video, People Also Ask, Related Searches","0.44,0.54,0.66,0.54,0.66,0.54,0.54,0.66,0.66,0.54,1.00,0.44",70,,
us,fmea,,,,,,14800,47,1.77,0.01,4730000,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.54,0.66,0.66,0.66,0.66,0.54,0.54,0.54,0.54,0.54,0.54,0.54",20,,
us,maintance,,,,,,14800,74,4.57,0.01,1600000000,Informational,"Things To Know, AI Overview, Instant Answer, Knowledge Panel, Video, People Also Ask, Related Searches","0.36,1.00,0.54,0.44,0.36,0.44,0.36,0.44,0.29,0.44,0.44,0.44",20,,
us,sku meaning,,,,,,14800,58,1.20,0.01,185000000,Informational,"AI Overview, Image Pack, Site Links, Video, People Also Ask, Related Searches","0.66,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.81",20,,
us,sops,,,,,,14800,66,6.83,0.06,268000000,Informational,"Featured Snippet, People Also Ask, Related Searches, See Results About, Short Videos, Video","0.36,0.66,0.66,0.54,0.66,0.66,0.81,0.44,0.66,0.81,0.81,0.66",80,,
us,augury,,,,,,12100,68,1.34,0.03,1040000,Informational,"See Results About, Image Pack, Site Links, Image, People Also Ask, Related Searches, Things To Know, Adwords Middle, AI Overview, Video, Adwords Bottom","1.00,1.00,0.66,1.00,0.66,0.81,0.54,0.81,0.66,1.00,0.81,0.81",20,,
us,contingency meaning,,,,,,12100,56,0.00,0.00,33300000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches","0.81,0.66,0.36,0.66,0.44,0.66,0.66,0.54,0.44,0.54,0.07,0.08",70,,
us,data mining,,,,,,12100,75,6.34,0.08,327000000,Informational,"AI Overview, Knowledge Panel, Site Links, Video, People Also Ask, Related Searches, Short Videos","0.36,0.44,0.44,0.44,0.44,0.36,0.29,0.29,0.29,0.29,0.36,0.29",20,,
us,quality control,,,,,,12100,79,3.45,0.03,2840000000,Informational,"Video, People Also Ask, Related Searches, AI Overview, Video Carousel, See Results About, Short Videos, Things To Know, Site Links","0.44,0.44,0.54,0.54,0.66,0.54,0.44,0.44,0.44,0.44,0.44,0.44",20,,
us,what does oem mean,,,,,,12100,52,0.24,0.01,198000000,Informational,"Video, People Also Ask, Related Searches, Short Videos, AI Overview, Instant Answer, Site Links","0.81,0.81,0.81,0.81,1.00,1.00,0.81,1.00,1.00,1.00,0.81,0.66",20,,
us,what does oem stand for,,,,,,12100,43,0.20,0.01,123000000,Informational,"Short Videos, AI Overview, Instant Answer, Site Links, Video, People Also Ask, Related Searches","0.66,0.81,0.81,0.81,0.81,0.66,1.00,0.81,0.81,0.81,0.66,0.54",20,,
us,asset meaning,,,,,,9900,66,1.71,0.00,1720000000,Informational,"Short Videos, Knowledge Panel, Site Links, Video, People Also Ask, Related Searches","0.10,0.16,0.10,0.13,0.16,0.13,0.07,0.10,0.13,0.20,0.16,0.16",20,,
us,overhaul meaning,,,,,,9900,49,0.00,0.00,63400000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches, Short Videos","0.66,1.00,0.81,1.00,0.66,0.66,0.66,0.66,0.66,0.81,0.66,1.00",70,,
us,program interface definition,,,,,,9900,64,0.33,0.02,116000000,Informational,"Related Searches, Video, People Also Ask","0.00,0.00,1.00,0.66,1.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00",90,,
us,what is an sop,,,,,,9900,30,2.90,0.02,289000000,Informational,"Video, People Also Ask, Related Searches, Short Videos, AI Overview","0.29,0.54,0.54,0.66,0.54,0.66,0.66,0.54,0.54,1.00,0.81,0.54",90,,
us,what is capital,,,,,,9900,47,0.04,0.00,1430000000,Informational,"Site Links, Video, People Also Ask, Related Searches, See Results About, AI Overview","0.44,0.54,0.54,0.44,0.44,0.54,0.19,0.24,0.36,0.54,0.44,0.54",20,,
us,what is gis,,,,,,9900,62,1.99,0.01,210000000,Informational,"Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.29,0.54,0.44,0.54,0.54,0.54,0.36,0.29,0.81,0.66,0.54,0.44",90,,
us,what is sop,,,,,,9900,25,2.90,0.02,268000000,Informational,"Image Pack, Site Links, Video, People Also Ask, Related Searches, AI Overview","0.66,0.81,0.81,0.54,0.66,0.81,0.81,0.81,0.66,1.00,0.66,1.00",20,,
us,defect meaning,,,,,,8100,47,0.00,0.00,596000000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches, Short Videos","0.19,0.24,0.19,0.16,0.19,0.44,0.13,0.16,0.24,1.00,0.44,0.44",70,,
us,define contingency,,,,,,8100,61,0.02,0.00,33100000,Informational,"Short Videos, Knowledge Panel, Video, People Also Ask, Related Searches","0.16,0.24,0.44,0.36,0.54,0.24,0.24,0.66,0.29,0.24,0.36,0.54",70,,
us,depreciation definition,,,,,,8100,58,0.11,0.01,30700000,Informational,"People Also Ask, Related Searches, AI Overview, Instant Answer, Site Links, Video","0.29,0.36,0.44,0.44,0.54,0.44,0.13,0.36,0.29,1.00,0.66,0.19",20,,
us,eam,,,,,,8100,40,11.01,0.19,35800000,Informational,"People Also Ask, Related Searches, Adwords Middle, AI Overview, Image Pack, Video, Adwords Bottom, Video Carousel","0.66,0.81,0.66,0.81,0.81,1.00,1.00,0.81,0.66,0.81,0.81,0.81",60,,
us,ftf,,,,,,8100,44,1.56,0.02,8660000,Navigational,"Video, People Also Ask, Related Searches","0.36,0.44,0.36,0.36,0.36,0.44,0.36,0.44,0.54,0.54,0.81,0.81",60,,
us,maintainance,,,,,,8100,73,4.57,0.01,1590000000,Informational,"Instant Answer, Knowledge Panel, Video, People Also Ask, Related Searches, Things To Know, AI Overview","0.29,1.00,0.54,0.54,0.44,0.44,0.54,0.44,0.54,0.44,0.54,0.44",20,,
us,pattern recognition,,,,,,8100,55,4.87,0.01,346000000,Informational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches, See Results About, AI Overview","0.54,0.54,0.44,0.54,0.54,0.54,0.44,0.54,0.54,0.66,1.00,0.66",20,,
us,redundancy meaning,,,,,,8100,50,0.00,0.00,26900000,Informational,"Video, People Also Ask, FAQ, Related Searches, Short Videos, Knowledge Panel","0.44,0.44,0.44,0.54,0.36,0.44,0.24,0.36,0.24,0.54,0.81,0.54",70,,
us,six sigma principles,,,,,,8100,38,0.58,0.16,50600000,Informational,"Image Pack, Site Links, Video, People Also Ask, Related Searches, AI Overview","0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.01,1.00,0.16,0.54",20,,
us,uid,,,,,,8100,41,0.00,0.00,165000000,Informational,"AI Overview, Knowledge Panel, Video, Video Carousel, People Also Ask, Related Searches","0.54,0.66,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.44,0.54,0.36",70,,
us,what is an asset,,,,,,8100,57,0.16,0.01,607000000,Informational,"AI Overview, Site Links, Video, People Also Ask, Related Searches","0.44,0.81,0.54,0.54,0.81,0.66,0.54,0.36,0.44,0.54,0.44,0.54",20,,
us,what is sku,,,,,,8100,33,1.27,0.04,386000000,Informational,"Image Pack, Site Links, Video, People Also Ask, Related Searches, AI Overview","0.54,0.54,0.54,0.44,0.66,0.54,0.44,0.44,0.54,0.54,0.44,0.44",20,,
us,apprentice definition,,,,,,6600,41,0.00,0.00,27300000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches","0.81,0.44,0.29,0.54,0.54,0.44,0.24,0.24,0.24,0.36,0.44,0.29",70,,
us,apprentice meaning,,,,,,6600,49,0.00,0.00,133000000,Informational,"Short Videos, Knowledge Panel, Video, People Also Ask, Related Searches","1.00,0.54,1.00,1.00,0.66,1.00,0.66,0.54,0.54,0.66,0.81,1.00",70,,
us,calibrate meaning,,,,,,6600,49,0.00,0.00,22200000,Informational,"Related Searches, Short Videos, Knowledge Panel, Video, People Also Ask","0.44,1.00,1.00,0.81,1.00,0.66,0.66,0.66,0.81,1.00,1.00,0.81",70,,
us,call call out,,,,,,6600,41,0.00,0.00,5270000000,"Informational, Transactional","Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video","0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.81,0.81,1.00,1.00,0.66",20,,
us,capital meaning,,,,,,6600,59,0.00,0.00,1170000000,Informational,"Knowledge Panel, Site Links, Video, Related Searches, Short Videos","0.44,0.54,0.36,0.36,0.54,0.44,0.24,0.24,1.00,0.66,0.54,0.44",20,,
us,contingencies definition,,,,,,6600,54,0.02,0.00,11100000,Informational,"Knowledge Panel, Video, Related Searches, Short Videos","1.00,0.54,0.44,0.66,1.00,0.44,0.36,0.23,0.29,0.66,0.81,0.36",70,,
us,first watch careers,,,,,,6600,33,0.89,0.03,5410000000,"Navigational, Commercial","Site Links, Video, Related Searches","0.66,0.81,1.00,0.81,0.54,0.81,0.81,0.66,1.00,0.81,0.81,0.66",20,,
us,lead time meaning,,,,,,6600,47,0.46,0.01,1990000000,Informational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches, Short Videos","0.54,0.81,0.66,0.81,0.81,0.66,0.81,0.81,0.66,0.66,0.81,0.66",20,,
us,lubrication,,,,,,6600,40,0.66,0.88,60600000,Informational,"Video, Popular Products, Things To Know, Site Links, Image, People Also Ask, Related Searches, See Results About, AI Overview","0.54,1.00,0.29,0.36,0.29,0.81,0.54,0.44,0.19,0.24,0.24,0.36",20,,
us,maintenence,,,,,,6600,68,4.57,0.01,1570000000,Informational,"Instant Answer, Knowledge Panel, Video, Video Carousel, Related Searches, Things To Know, AI Overview","0.54,0.66,0.54,0.36,0.44,0.66,0.54,0.54,0.36,0.36,0.44,0.29",20,,
us,oem definition,,,,,,6600,58,0.19,0.01,61400000,Informational,"AI Overview, Instant Answer, Site Links, Video, People Also Ask, Related Searches","0.13,0.29,0.20,0.13,0.10,0.16,0.13,0.16,0.10,0.08,0.16,0.20",20,,
us,oem stands for,,,,,,6600,42,0.32,0.00,145000000,Informational,"Image Pack, Site Links, Video, Featured Snippet, People Also Ask, Related Searches","0.66,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.66",20,,
us,otd meaning,,,,,,6600,25,0.00,0.00,9870000,Informational,"Video, People Also Ask, Related Searches, AI Overview, Site Links","0.81,0.81,0.66,0.81,0.81,1.00,0.66,0.54,0.66,0.66,0.54,0.54",20,,
us,overhaul definition,,,,,,6600,43,0.00,0.00,21900000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches, Short Videos","0.44,1.00,0.54,0.81,0.66,0.54,0.36,0.44,0.54,0.36,0.44,0.66",70,,
us,pert definition,,,,,,6600,44,0.00,0.00,8880000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches","0.54,0.66,0.66,0.66,0.66,0.81,0.44,1.00,0.54,0.66,0.81,0.66",70,,
us,pert meaning,,,,,,6600,40,0.00,0.00,37300000,Informational,"Video, People Also Ask, Related Searches, Knowledge Panel, Site Links","0.54,0.66,0.44,0.54,0.81,0.54,0.54,1.00,0.54,0.81,0.81,0.66",20,,
us,preventive vs preventative,,,,,,6600,34,0.00,0.00,56100000,"Informational, Commercial","Site Links, Video, People Also Ask, Related Searches, Short Videos, AI Overview","0.54,0.54,0.66,0.66,0.54,0.66,0.81,0.81,0.54,1.00,1.00,0.66",20,,
us,redundancy definition,,,,,,6600,49,0.00,0.00,27100000,Informational,"Related Searches, Short Videos, Knowledge Panel, Video, People Also Ask, FAQ","0.12,0.16,0.24,0.24,0.29,0.44,0.66,0.54,0.44,0.81,0.66,0.44",70,,
us,standard operating procedure,,,,,,6600,55,4.03,0.15,357000000,Informational,"AI Overview, Image Pack, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, Things To Know","0.54,1.00,0.81,0.66,1.00,0.81,0.54,0.81,0.66,0.54,0.66,0.54",90,,
us,what does sop stand for,,,,,,6600,38,3.54,0.00,195000000,Informational,"Short Videos, AI Overview, Instant Answer, Site Links, Video, People Also Ask, Related Searches","0.66,0.81,0.81,0.81,0.66,0.81,0.81,1.00,1.00,1.00,1.00,0.81",20,,
us,what is data mining,,,,,,6600,40,0.89,0.02,330000000,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.54,0.81,0.66,0.81,0.66,0.66,0.44,0.44,0.54,0.54,0.54,0.54",20,,
us,action plan,,,,,,5400,63,3.36,0.08,2980000000,Informational,"Video Carousel, People Also Ask, Related Searches, Things To Know, AI Overview, Image Pack, Video, Image","0.36,0.54,0.54,0.44,0.44,0.44,0.36,0.36,0.36,0.36,0.36,0.29",75,,
us,bill of materials,,,,,,5400,45,4.20,0.06,425000000,Informational,"Image Pack, Site Links, Video, People Also Ask, Related Searches, AI Overview","0.66,0.54,0.66,0.66,0.81,0.66,0.54,0.44,0.54,0.54,0.54,0.66",20,,
us,define capital,,,,,,5400,60,1.21,0.00,988000000,Informational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches, Short Videos","0.54,1.00,0.44,0.36,0.54,0.44,0.24,0.24,0.81,1.00,0.54,0.81",20,,
us,define pert,,,,,,5400,47,0.00,0.00,25400000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches","0.44,0.44,0.29,0.19,0.29,0.36,0.36,1.00,0.36,0.66,0.54,0.29",70,,
us,depreciation meaning,,,,,,5400,63,0.09,0.00,33100000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches, Short Videos","0.23,0.23,0.29,0.36,0.66,0.36,0.29,0.29,0.29,1.00,0.66,0.23",70,,
us,mean compliance,,,,,,5400,60,0.00,0.00,699000000,Informational,"Related Searches, AI Overview, Video, Video Carousel, People Also Ask","0.00,0.01,0.81,1.00,1.00,0.01,0.03,0.00,0.08,0.54,0.00,0.00",75,,
us,requisition definition,,,,,,5400,49,0.00,0.00,9530000,Informational,"Video, People Also Ask, Related Searches, Knowledge Panel, Image Pack","0.54,0.54,0.54,0.44,0.36,0.44,0.44,0.44,0.44,0.36,0.44,0.36",70,,
us,sop's,,,,,,5400,49,0.00,0.00,266000000,Informational,"Related Searches, Short Videos, Things To Know, AI Overview, Video, Video Carousel, People Also Ask","0.29,0.10,0.13,0.08,0.16,0.10,0.16,0.13,0.13,0.05,0.19,0.19",60,,
us,what is a gantt chart,,,,,,5400,58,1.47,0.19,16400000,Informational,"Site Links, Video, Image, Adwords Bottom, People Also Ask, Related Searches, Short Videos, AI Overview","0.54,0.54,1.00,0.81,0.81,0.66,0.54,0.66,0.66,0.66,0.81,0.81",20,,
us,anomaly detection,,,,,,4400,59,10.64,0.12,45300000,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.53,0.66,0.66,0.66,0.66,0.81,0.66,1.00,0.81,0.81,0.81,1.00",75,,
us,artechnical,,,,,,4400,37,2.26,0.03,43200,Informational,"Knowledge Panel, Video, Image, People Also Ask, Related Searches","0.00,0.02,0.54,0.66,0.66,0.29,1.00,0.00,0.07,0.66,0.66,0.66",70,,
us,assests,,,,,,4400,55,4.04,0.01,3130000000,Informational,"Related Searches, Things To Know, AI Overview, Video, Video Carousel, People Also Ask","0.44,0.81,0.44,0.44,0.29,0.44,0.81,0.44,0.66,0.66,0.44,0.35",60,,
us,assetcare,,,,,,4400,10,2.62,0.06,275000,Informational,"Related Searches, Image Pack, Site Links, Video, People Also Ask","0.43,0.66,0.43,0.36,0.54,0.54,0.66,1.00,1.00,0.43,0.36,0.81",20,,
us,backlog meaning,,,,,,4400,49,0.00,0.00,28400000,Informational,"Site Links, Video, People Also Ask, Related Searches, Short Videos, Knowledge Panel","0.66,0.81,0.66,0.54,0.54,0.54,0.43,0.81,0.66,0.81,0.54,0.66",20,,
us,calibrated,,,,,,4400,62,7.20,0.03,49400000,Informational,"Knowledge Panel, Image Pack, Video, Video Carousel, People Also Ask, Related Searches","0.36,0.44,0.44,0.36,0.29,0.66,0.36,0.36,0.54,0.54,0.54,0.29",70,,
us,calibration meaning,,,,,,4400,50,0.00,0.00,108000000,Informational,"Site Links, Video, People Also Ask, Related Searches, Short Videos, Knowledge Panel, Image Pack","0.43,0.54,0.54,0.66,0.54,0.54,0.54,0.54,0.54,1.00,0.66,0.66",20,,
us,contigency,,,,,,4400,61,1.98,0.00,33900000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches, AI Overview, Instant Answer","0.44,0.81,0.81,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.35",20,,
us,contingency plan meaning,,,,,,4400,48,0.16,0.00,33900000,Informational,"Instant Answer, Video, People Also Ask, Related Searches","0.29,0.35,0.29,0.35,0.44,0.35,0.44,0.54,0.66,1.00,0.81,0.81",20,,
us,defect definition,,,,,,4400,50,0.00,0.00,144000000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches","0.36,0.29,0.54,0.29,0.29,0.24,0.24,0.29,0.36,0.81,1.00,0.81",70,,
us,defects,,,,,,4400,56,0.00,0.00,594000000,Informational,"Video Carousel, People Also Ask, Related Searches, Knowledge Panel, Video","0.10,0.05,0.13,0.16,0.07,0.04,0.04,0.10,0.07,0.05,0.08,0.10",70,,
us,define overhaul,,,,,,4400,43,0.00,0.00,70000000,Informational,"Knowledge Panel, Video, People Also Ask, Related Searches, Short Videos","0.66,1.00,0.35,0.54,0.66,0.54,0.44,0.29,0.66,0.54,0.81,0.44",70,,
us,first watch jobs,,,,,,4400,30,0.89,0.03,2150000000,Commercial,"Jobs Search, People Also Ask, Related Searches, Site Links, Video","0.81,1.00,0.54,0.28,0.54,0.81,0.81,0.54,0.66,0.36,0.36,0.43",20,,
us,gantt charts,,,,,,4400,70,6.51,0.36,10600000,Informational,"People Also Ask, Related Searches, Video, Image, Adwords Bottom, Video Carousel, Adwords Middle, AI Overview, Site Links","0.24,0.66,0.44,0.54,0.54,0.44,0.29,0.36,0.29,0.44,0.44,0.54",20,,
us,iiot,,,,,,4400,43,4.54,0.09,6320000,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Things To Know, AI Overview, Knowledge Panel, Site Links","0.54,0.54,0.43,0.66,0.66,0.81,0.81,0.66,0.66,0.66,0.81,0.81",20,,
us,pert chart,,,,,,4400,37,3.76,0.09,8650000,Informational,"Site Links, Video, Image, People Also Ask, Related Searches, AI Overview","0.54,0.54,0.81,0.66,0.54,0.54,0.44,0.35,0.35,0.66,0.81,0.66",20,,
us,pre emptive maintenance,,,,,,4400,33,11.23,0.13,757000,Informational,"Site Links, Video, Adwords Bottom, People Also Ask, Related Searches, Adwords Middle, AI Overview","0.00,0.01,0.81,1.00,0.00,0.00,0.03,0.00,0.07,0.54,0.66,0.00",20,,
us,preventative vs preventive,,,,,,4400,39,0.00,0.00,46200000,Informational,"Image, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links, Video","0.16,0.54,0.44,0.36,0.44,0.44,0.44,0.66,0.44,0.29,0.54,1.00",20,,
us,cmms meaning,,,,,,4400,39,3.46,0.12,2000000,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81,0.66,0.66",75,,
us,dfmea,,,,,,4400,19,2.83,0.00,617000,Informational,"Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links","0.54,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.81,0.54",20,,
us,induction motor,,,,,,4400,32,0.74,0.26,102000000,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, See Results About, Short Videos, AI Overview, Image Pack, Video, Video Carousel","0.44,0.54,0.66,0.44,0.81,0.66,0.54,0.54,0.54,0.54,0.81,0.54",75,,
us,industrial maintenance,,,,,,4400,28,4.34,0.14,363000000,Commercial,"Video, People Also Ask, Related Searches, AI Overview, Local Pack","0.81,1.00,0.81,1.00,1.00,1.00,0.81,1.00,1.00,0.81,0.81,0.81",75,,
us,mtbf,,,,,,4400,34,0.16,0.00,4630000,Informational,"People Also Ask, Related Searches, Things To Know, AI Overview, Knowledge Panel, Site Links, Video, Video Carousel","0.44,0.54,0.44,0.54,0.54,0.54,0.44,0.35,0.44,0.44,0.54,0.66",20,,
us,order at work,,,,,,4400,33,8.60,0.28,7730000000,Informational,"Video, People Also Ask, Related Searches, AI Overview, Knowledge Panel","0.23,0.02,0.35,1.00,1.00,0.81,0.54,0.00,0.05,0.81,0.81,0.54",70,,
us,quality management,,,,,,4400,58,3.81,0.08,2890000000,Informational,"Site Links, Video, Featured Snippet, People Also Ask, Related Searches, See Results About, Things To Know, Knowledge Panel","0.66,0.66,0.54,0.81,0.66,0.81,0.81,0.54,0.66,0.66,0.66,0.66",20,,
us,rca meaning,,,,,,4400,45,0.00,0.00,108000000,Informational,"Related Searches, AI Overview, Image Pack, Video, People Also Ask","0.66,0.44,1.00,0.81,0.66,0.81,0.81,0.81,1.00,0.81,0.81,0.66",75,,
